,title,abstract
640,"Gatherings Should Be Limited to 10 People, Trump Says","President Trump recommended strict new guidelines, but they fell short of what experts wanted. France and the San Francisco Bay Area are ordering residents to stay home as much as possible."
641,A Nebraska Hospital Aimed to Contain the Virus. But It Had Already Spread.,"Doctors at the University of Nebraska Medical Center treated some of America’s first coronavirus patients. Now, the center is preparing for many."
642,"Partygoers in Seattle, a Suburban D.C. Mom: Coronavirus in the Community",What doctors are learning about Covid-19 in the community.
643,Trial of Coronavirus Vaccine Made by Moderna Begins in Seattle,Healthy volunteers will test different doses of the first vaccine to find out if it is safe.
644,Coronavirus Vaccine Dreams,"If we get a vaccine for the coronavirus, it will immediately make our world a safer, easier, more reassuring place once again. That’s what vaccines do."
645,Crackdown on Southern Border Is Planned; U.S. Records 100th Death,"The stock market partially rebounded as the federal government considered a broader $850 billion stimulus proposal, including the idea of sending direct payments to Americans."
646,"Molly Brodak, Poet and Memoirist of Her Father’s Crimes, Dies at 39",Her father robbed 11 banks in and around Detroit when she was a teenager to pay off debts. But his sprees were just the jumping off point for her unsparing memoir.
647,What Is a College Education in the Time of Coronavirus?,"As students and professors converge online, universities shouldn’t just reach for makeshift solutions. They might learn something useful."
648,"C.D.C. Gives New Guidelines, New York to Close Restaurants and Schools and Italian Deaths Rise",The Federal Reserve cuts rates. The pandemic dominates the Democratic debate. And Germany imposes border restrictions.
649,Spain Becomes Latest Epicenter of Coronavirus After a Faltering Response,"The government declared a state of emergency Friday, days after it allowed mass gatherings in the capital and cases jumped to 4,200."
650,How to Lose Weight and Keep It Off,New research identifies the keys to success for long-term weight management.
651,Learning From a Father-Son Marathon Team,"Tommy and Eoin Hughes, father and son, followed a unique road to running victory."
652,"In the I.C.U., Before the Coronavirus Storm","Even as public life grinds to a halt, here in one of the intensive care units that will become ground zero for coronavirus infections, the everyday tragedies continue."
653,10 Ways to Ease Your Coronavirus Anxiety,"These simple tips will help you relax and put things in perspective — in between washing your hands, of course."
654,The Universal Language of Caring,Hospitals have interpreters. But doctors and patients who speak different languages do not always need a translator’s help.
655,Hotels Were Rolling Out Tools to Help Calm Travelers. Then Coronavirus Hit.,"The in-room relaxation offerings are well-suited to the times, one expert said, because they limit contact with others yet provide a wellness experience."
656,There Aren’t Enough Ventilators to Cope With the Coronavirus,The United States and other countries face a critical shortage of the lifesaving machines — and no easy way to lift production.
657,The Workers Who Face the Greatest Coronavirus Risk,Nurses and doctors rank high. But so do hairdressers and dentists.
658,This Artist Got His Start as an I.C.U. Nurse,"Nate Lewis developed a visual language in the rhythms of EKGs. Now, his intricate works on paper take the scalpel to society."
659,Hundreds of Scientists Scramble to Find a Coronavirus Treatment,"In an ambitious international collaboration, researchers have “mapped” proteins in the coronavirus and identified 50 drugs to test against it."
660,"With Travel Plans in Flux, Readers Share Their ‘Staycation’ Ideas",We asked New York Times readers how they’re coping with coronavirus travel restrictions. Here’s how they responded.
661,Why Women May Face a Greater Risk of Catching Coronavirus,"Health experts worry that the roles women hold in society, such as nurses or caregivers, place them squarely in the virus’s path."
662,"Coronavirus Travel Restrictions, Across the Globe","Nations across the world have imposed travel restrictions to curb the spread of the coronavirus. Here, the current list of countries and territories limiting entry."
663,"Spain, on Lockdown, Weighs Liberties Against Containing Coronavirus",Empty streets. Shuttered stores. Spain has joined the number of countries struggling to balance public health with freedoms especially prized in a relatively young democracy.
664,High Blood Pressure in Young Adulthood May Be Bad for Your Brain,High blood pressure before age 30 was tied to poorer mental function at age 50.
665,Children With Pneumonia May Not Always Need Antibiotics,"Doctors often prescribe an antibiotic for children with pneumonia, but a new study suggests the drugs are not always needed."
666,His Immune System Went Out of Whack. The Usual Treatment Didn’t Work. Why?,A 61-year-old man lost more than 25 pounds in a matter of a few months and was not responding to treatment. The doctor was stumped.
667,‘It Is a Nightmare Out Here’: Seattle Parents Struggle to Balance Work and Child Care,One of the first major cities to face coronavirus is now dealing with a child care shortage.
668,"Weekly Health Quiz: Side Effects, Sleep and an Unusual Organ Transplant",Test your knowledge of this week’s health news.
669,Spain Imposes Nationwide Lockdown to Fight Coronavirus,"A day after an emergency was declared, government officials put in place sweeping restrictions on the public. Stay inside, residents were told."
670,Trump Tests Negative; Long Waits at U.S. Airports for Inbound Passengers,"Spain and France have announced countrywide restrictions, and the White House physician says President Trump’s test came back negative."
671,Coronavirus Threatens Americans With Underlying Conditions,"Those with chronic health problems are more likely to develop severe illnesses and to die, research shows."
672,Coronavirus Is Hiding in Plain Sight,"For every known case of coronavirus, another five to 10 cases are out there undetected, a new study suggests."
673,"U.S. Hospitals Prepare for Coronavirus, With the Worst Still to Come","Emergency rooms across the country are preparing for a crush of cases, but with limited capacity and supplies, administrators fear they will not be ready."
674,"As Europe Shuts Down, Britain Takes a Different, and Contentious, Approach","Prime Minister Boris Johnson has largely kept Britain open, opting for more targeted measures, a strategy that has startled some epidemiologists."
675,What Are the Rules for Play Dates During the Coronavirus Crisis?,We asked the experts.
676,Worst-Case Estimates for U.S. Coronavirus Deaths,Projections based on C.D.C. scenarios show a potentially vast toll. But those numbers don’t account for interventions now underway.
677,"As China Cracks Down on Coronavirus Coverage, Journalists Fight Back","The Communist Party is trying to fill the airwaves with positive stories about its battle against the virus. Chinese reporters, buoyed by widespread calls for free speech, are resisting."
678,Internet Providers Won’t Cut Off Users Over Unpaid Bills for 60 Days,"The pledge some companies took, in the face of the coronavirus pandemic, also calls for them to open public Wi-Fi hot spots and waive late fees, the F.C.C. said."
679,How to Make College Decisions When Campuses Are Closed,"With coronavirus closings, tours for admitted students are off the table. Here are some workarounds in this time of social distancing."
680,Starbucks Goes From Sip and Stay to Grab and Go,The coffee chain said it was removing seating at its outlets to promote social distancing during the coronavirus pandemic.
681,Here’s the Biggest Thing to Worry About With Coronavirus,"We don’t have enough ventilators and I.C.U. beds if there’s a significant surge of new cases. As with Italy, the health system could become overwhelmed."
682,Pelosi and Trump Reach Deal on a Relief Package,Stocks rose as President Trump declared a national emergency and said he was making $50 billion available. The House was set to vote on the relief plan early Saturday.
683,How Much Racism Do You Face Every Day?,"To see how your experience compares, answer some of the questions that were posed to 101 black teenagers as part of a study measuring the racism they face on a daily basis."
684,Cap and Gone? College Commencements Confront the Coronavirus,The University of Michigan canceled its planned ceremony while students at the University of Maine threw an impromptu “Coronamencement.”
685,They’ve Contained the Coronavirus. Here’s How.,"Singapore, Taiwan and Hong Kong have brought outbreaks under control — and without resorting to China’s draconian measures."
686,5 Ways to Help Your Community Combat Coronavirus (While Still Social Distancing),"Instead of isolating, you can help your neighbors and community in these ways."
687,"Coachella, Influential Music Festival, Is Postponed Amid Virus Fears","With the spread of the coronavirus threatening the California event scheduled for next month, organizers moved the dates to October."
688,Alcoholics Anonymous vs. Other Approaches: The Evidence Is Now In,An updated review shows it performs better than some other common treatments and is less expensive.
689,5 Ways to Help Teens Manage Anxiety About the Coronavirus,Adults can help by making sure adolescents don’t overestimate the dangers or underestimate their ability to protect themselves.
690,"For 4 Days, the Hospital Thought He Had Just Pneumonia. It Was Coronavirus.",The case of a New York lawyer shows how the virus can wreak havoc on a health facility and spread anxiety across a region.
691,Climate Change Has Lessons for Fighting the Coronavirus,The slow global response to climate change shows the cost of inaction in global crises.
692,Afraid of Coronavirus? I Know What That Fear Is Like,I live with chronic illness. Here is my advice for keeping calm in a health crisis.
693,How the Coronavirus Changed the 2020 Campaign,"The three major presidential candidates have quickly pivoted to try to shape a new political discourse, as they face a real-time test of leadership in a national crisis."
694,A Brain Hack to Break the Coronavirus Anxiety Cycle,Uncertainty about coronavirus spreads anxiety through social contagion. Here’s a way to minimize that.
695,We Don’t Need to Close Schools to Fight the Coronavirus,"Shutdowns could likely do more harm than good, since there’s little evidence that children are a major source of the spread."
696,"Broadway, Symbol of New York Resilience, Shuts Down Amid Virus Threat","Facing restrictions on audience size and concern from actors and audiences about health risks during the coronavirus pandemic, the industry announced that shows will be shuttered through April 12."
697,Message Received: Italians Are Staying Home,"Italy is under Europe’s first nationwide restriction on movement. “Surreal,” one citizen said."
698,"He Has 17,700 Bottles of Hand Sanitizer and Nowhere to Sell Them","Amazon cracked down on coronavirus price gouging. Now, while the rest of the world searches, some sellers are holding stockpiles of sanitizer and masks."
699,Coronavirus Brings a New Legislative Push for Paid Sick Leave,"Democrats introduce a measure they hope will find bipartisan support, and a new study explores the economic effects of sick-leave mandates."
700,How to Give Bad News,"After 25 years as a pediatrician, I know my doctor is very good at giving bad news."
701,Coronavirus Testing Goes Mobile in Seattle,"In the center of the U.S. outbreak, one medical center has begun screening workers for the new virus by setting up a mobile clinic in a parking lot where cars serve as isolated waiting rooms."
702,First Coronavirus Death in New Jersey: Yonkers Raceway Worker,The 69-year-old man is believed to be the first person in the Northeast whose death was related to the virus.
703,F.D.A. Warns 7 Companies to Stop Claiming Silver and Other Products Treat Coronavirus,The Food and Drug Administration and the Federal Trade Commission said the claims threaten public health because consumers might stop or delay appropriate medical treatment.
704,"A Call to Arms: Under Attack, Pro-Vaccine Doctors Fight Back",Providers who defend vaccines face online death threats and negative reviews from fake patients. Now the staid medical establishment is finally speaking out.
705,Home-Schooling Tweens and Teens During Coronavirus Closings,Advice from experts and home-schoolers on what do with your children if their schools are closed.
706,Louisiana Postpones April Primary as 4 More States Prepare to Vote on Tuesday,"Elections officials in Ohio, Florida, Illinois and Arizona, the next states on the primary calendar, are taking extra precautions but have expressed confidence that voting can be held safely."
707,"The Gift of Silence, When There Are No Words","In that room, the wild thing of grief went untamed by touch, unwalled by words, but with a witness who let it have its way. And its way was quiet."
708,Can I Boost My Immune System?,Fears about coronavirus have prompted online searches and plenty of misinformation about how to strengthen the immune system. Here’s what works — and what doesn’t.
709,"Broadway, Seeking to Stay Open, Suggests Stars Keep Their Distance","Actors are being asked to suspend the tradition of greeting fans at stage doors, one of several steps that theaters are taking to limit the coronavirus threat."
710,How to Clean Your Phone to Help Protect Against Coronavirus,It’s one thing to stop touching your face. It’s another to stop touching the things that touch your face.
711,U.S. to Suspend Most Travel From Europe as World Scrambles to Fight Pandemic,President Trump addressed the nation from the Oval Office on Wednesday night.
712,‘Human Nature’ Review: We Can Now Alter Our DNA. But Should We?,"Adam Bolt’s new documentary focuses on Crispr technology, which can edit genes, thus giving people the ability to change human, animal and plant life."
713,What Does the Coronavirus Do to the Body?,Here’s what scientists have learned about how the new virus infects and attacks cells and how it can affect organs beyond the lungs.
714,U.S. to Suspend Most Travel From Europe; N.B.A. Pauses After Player Gets Virus,Financial markets tumbled and Italy ordered nearly all businesses to close as the World Health Organization declared a pandemic.
715,"Sorry, but Working From Home Is Overrated",Home-cooked lunches and no commuting while we deal with coronavirus can’t compensate for what’s lost in creativity.
716,"State Dept. Tells Americans to Avoid Cruise Ships, Despite Trump’s Misgivings","The warning was another indication of the Trump administration’s increasingly cautious approach to the coronavirus, and another instance of an apparent gap between the president and health officials."
717,Congress to Vote on Coronavirus Rescue Package,Congress and the White House are nearing an economic rescue package; stocks plunged again Thursday despite the Fed offering at least $1.5 trillion worth of short-term loans to banks.
718,Trump’s Travel Ban Leaves Americans in Europe Scrambling to Get Home,"With little clarity on the rules of the 30-day suspension set to take effect on Friday, many are feeling stranded and confused."
719,Trump’s Payroll Tax Cut Would Dwarf the 2008 Bank Bailout,President Trump is pushing a nearly $1 trillion fiscal stimulus that some economists say would not be well targeted to offset damage from the coronavirus.
720,A List of What’s Been Canceled Because of the Coronavirus,"From the 2020 Olympics to Broadway shows, here’s a look at some major events around the world that have been affected by the new coronavirus."
721,President Trump on Vaccines: From Skeptic to Cheerleader,"He once blamed vaccines for autism. Now he’s demanding the quick development of one for the coronavirus, but shows limited understanding of the science."
722,Coronavirus Has Caused a Hand Sanitizer Shortage. What Should You Do?,Using hand sanitizer helps prevent the spread of coronavirus. So what do you do when it’s sold out?
723,"Aspirin, the Original Wonder Drug","In recent years, its reputation has been sullied by recognition of potentially serious side effects, especially dangerous bleeding in the gastrointestinal tract or the brain."
724,"CPAC Attendee Has the Coronavirus, Officials Say","The Conservative Political Action Conference was attended last week by President Trump, Vice President Mike Pence and other administration officials."
725,Surge of Virus Misinformation Stumps Facebook and Twitter,"Secret labs. Magic cures. Government plots. Despite efforts by social media companies to stop it, false information about the coronavirus is proliferating around the world."
726,"F.D.A. Halts Overseas Inspections of Drugs and Devices, Citing Coronavirus","The agency said the spread of the virus globally prompted its decision. It had already pulled back from China, but this move will also affect India, a major generics manufacturer."
727,"Being Called a Cult Is One Thing, Being Blamed for an Epidemic Is Quite Another",How one mysterious church became a lightning rod for South Koreans’ anger over the coronavirus outbreak.
728,The Coronavirus Could Change the Way We Take the Census,Records from government agencies could be used to get an accurate count without knocking on doors.
729,"In Oval Office Meeting, Trump Expresses Regret on Vaping Policy",The president interrupted a meeting with campaign advisers to scold his health and human services secretary about the administration’s ban on most flavored e-cigarettes.
730,"In U.S., Cases of Coronavirus Cross 500, and Deaths Rise to 22",A top U.S. health official says regional lockdowns are possible and warns the most vulnerable against travel as a 19th person dies in Washington State.
731,How Siblings’ Gender Can Affect a Child’s Development,"Whether siblings are of the same sex or not can affect how much time children spend with their parents, romantic relationships and risk-taking, research shows."
732,E.U. Seeks Solidarity as Nations Restrict Medical Exports,"Some European countries, including France and Germany, have imposed limits on the sale of protective masks and other items."
733,Trump to Discuss Economic Steps; Italy Halts Most Travel; Stocks and Oil Prices Plunge,"In Italy, restrictions on movement were extended to cover the whole country. In the United States, where the death toll hit 26, President Trump said he would discuss tax cuts and aid for idled hourly workers with Congress."
734,A Doctor’s Diary: The Overnight Shift in the E.R.,"In the typical emergency room, demand far outpaces the care that workers can provide. Can the E.R. be fixed?"
735,"To the Contrary, Trump Has Tried to Weaken Protections for Pre-existing Conditions",His tweets Monday morning misrepresent his record on health care.
736,Haunted by a Gene,"For the first time, Nancy Wexler reveals that she has inherited the disease she has spent her life studying."
737,"Europe’s Coronavirus Outbreak Worsens, With Italy at Forefront",Italy’s government is taking the extraordinary step of locking down entire sections of the country’s north to fight the virus.
738,"China May Be Beating the Coronavirus, at a Painful Cost",Beijing says its heavy-handed measures are working. Can other countries battling the outbreak learn from its efforts — or is the cure worse than the disease?
739,Paid to Stay Home: Europe’s Safety Net Could Ease Toll of Coronavirus,Europe’s social policies are sometimes seen as overly generous. Yet they may help cushion the economic impact of the virus.
740,This Is Life Under Lockdown in Italy,Your tickets for concerts and soccer games are useless. Your children can’t go to school. Even Mass is canceled.
741,Panicking About Your Kids’ Phones? New Research Says Don’t,A growing number of academics are challenging assumptions about the negative effects of social media and smartphones on children.
742,Frequent Tooth Brushing Tied to Lower Diabetes Risk,"Compared with people who brushed only once a day or not at all, those who brushed twice a day had a 3 percent reduced risk for diabetes."
743,Moderate Drinking Tied to Lower Levels of Alzheimer’s Brain Protein,"Compared with abstainers, those who drank up to 13 standard drinks a week had a 66 percent lower rate of beta amyloid deposits in their brains."
744,South by Southwest Is Canceled as Coronavirus Fears Scuttle Festival,"Hundreds of thousands of people were expected to arrive in Austin next week, but a number of companies had pulled out and on Friday, city officials called off the whole event."
745,"In the U.S., More Than 300 Coronavirus Cases Are Confirmed","Stocks fell as Europe and the U.S. struggled to contain the virus, while the Chinese province at the center of the outbreak reported no new infections outside its capital, Wuhan."
746,How to Stop Touching Your Face,We know it’s hard. Try these four tricks to help limit the number of times you touch your face each day to help prevent the spread of the coronavirus.
747,China Pushes Back as Coronavirus Crisis Damages Its Image,The country is appealing for sympathy while attacking those who blame its leadership for making the situation worse.
748,"Coronavirus Testing Offered With Just a Doctor’s Approval, C.D.C. Says","The move greatly increases the number of patients who qualify, but it’s not clear there are enough tests for those who will want them."
749,"Criticized for Coronavirus Response, Trump Points to Obama Administration",But health experts and former Obama officials said they were unaware of any policy or rule changes that would have affected the F.D.A.’s response.
750,Coronavirus Cases Surge in U.S. and Europe,"Congress approved an $8.3 billion emergency spending bill to fight the virus, but officials in several countries say the virus will keep spreading fast for some time."
751,Coronavirus: Revenge of the Pangolins?,"China has banned the trade of wildlife, suspecting that exotic animals infected humans. What will that really do?"
752,Nursing Homes Are Starkly Vulnerable to Coronavirus,"The outbreak at Life Care in Kirkland, Wash., has left 7 people dead so far. Now the government is focusing all inspections at nursing homes on infection prevention."
753,Cruises and the Coronavirus: What Passengers Need to Know,Companies are changing policies and procedures as the outbreak has travelers worried and bookings softening.
754,Red Space Lettuce Might Feed Red Planet Astronauts,"Leafy vegetables grown by astronauts aboard the International Space Station were as healthful as lettuce on Earth, a study found."
755,There Is a Fund for Everything. But Why?,"Funds try to profit from cows, trade wars, sick pets and obese adults. But who really needs them?"
756,"Fitzhugh Mullan, Foe of Health Care Disparities, Dies at 77","As a doctor, he saw the inequities in the system at first hand; as a writer and administrator, he called them out."
757,Second Case of Coronavirus in N.Y. Sets Off Search for Others Exposed,"The inquiry stretched from a hospital in Westchester County, where workers faced a possible quarantine, to a college campus in Manhattan."
758,How Exercise May Affect Your Immunity,Does exercise help or hinder our bodies’ ability to fight off infections? It depends.
759,"What Used to Be, and What Is","My mother will tell you she doesn’t miss New York, but the past wraps the present with its ribbons."
760,Chemical Industry Executive Nominated to Lead Consumer Watchdog Agency,"Nancy B. Beck, who once directed science policy at the American Chemistry Council, was nominated to lead the Consumer Product Safety Commission, which guards against dangerous products"
761,Coronavirus Puts a Wrinkle in Wedding Industry,"Some couples are cautiously moving ahead, while others are forced to delay their ‘I do’s’ for now."
762,"Most Adults Should be Screened for Hepatitis C, New U.S. Guidelines Urge","The opioid crisis and an increase in illicit drug use have fueled a resurgence of hepatitis C, a viral infection of the liver."
763,Supreme Court to Hear Obamacare Appeal,"The Affordable Care Act, which has survived two major challenges in the Supreme Court, faces another test."
764,Your Building Can Make You Sick or Keep You Well,"Proper ventilation, filtration and humidity reduce the spread of pathogens like the new coronavirus."
765,"U.S. Will Drop Limits on Virus Testing, Pence Says","President Trump was weighing more restrictions on travelers arriving from abroad. The U.S. death toll rose to nine, including two who died last week and were later confirmed to have been infected."
766,"As Coronavirus Numbers Rise, C.D.C. Testing Comes Under Fire","Federal health officials botched an initial diagnostic test and restricted widespread screening. Missteps may have raised the risks to Americans, critics say."
767,"A School Administrator Contracted Coronavirus on a Class Trip. A Week Later, Parents Found Out.","Rhode Island’s first coronavirus case is an administrator at a Catholic school, who came down with symptoms after a trip to Italy."
768,The Rich Are Preparing for Coronavirus Differently,"Concierge doctors, yachts, chartered planes and germ-free hideaways."
769,My Quest for Pure Water,"We tried to eat fresh, local food, but we realized that our water could still be loaded with pesticides and contaminants."
770,"As Coronavirus Disrupts Factories, India Curbs Exports of Key Drugs","The outbreak has hobbled Chinese factories that supply India’s vast drug industry with ingredients for antibiotics and vitamins, raising the prospect of global shortages."
771,Surfaces? Sneezes? Sex? How the Coronavirus Can and Cannot Spread,What you need to know about how the virus is transmitted.
772,Big Pharma May Pose an Obstacle to Vaccine Development,Concerns about profits and liability have often kept them from moving quickly enough.
773,"The Fashion World, Upended by Coronavirus","The growing coronavirus threat chased the luxury fashion world from Milan to Paris. A real crisis looms for designers, retailers and shoppers."
774,Outbreak Strikes Seattle Area as Testing Is Scrutinized,"The epidemic continues to expand rapidly worldwide, topping 90,000 cases and 3,000 deaths. U.S. officials say virus testing kits will soon become widely available."
775,"Coronavirus May Have Spread in U.S. for Weeks, Gene Sequencing Suggests","Two cases detected weeks apart in Washington State had genetic links, suggesting that many more people in the area may be infected."
776,Should I Tell My Boss I Have a Disabling Medical Condition?,The magazine’s Ethicist columnist about whether to reveal that you have a degenerative illness to your employer and more.
777,Surgeon General Urges the Public to Stop Buying Face Masks,"“Seriously people,” the surgeon general said on Twitter, warning that a run on the masks could risk a shortage harmful to public health professionals."
778,China’s Coronavirus Crisis Is Just Beginning,Xi Jinping’s handling of the epidemic is reviving political dissent.
779,"A Virus Spreads, Stocks Fall, and Democrats See an Opening to Hit Trump",The president’s response to rising fears over coronavirus has given his would-be opponents a chance to attack his biggest strength with voters: economic stewardship.
780,"Weekly Health Quiz: Migraine, Fruit and a Mysterious Illness",Test your knowledge of this week’s health news.
781,Second Death From Virus Is Reported in the U.S.,The second death was a man in his 70s in the Seattle area who had underlying health conditions.
782,How Prepared Is the U.S. for a Coronavirus Outbreak?,The country is better positioned than most but still could face critical shortages of respirators and masks. Hospitals have triage plans in place. State and local governments have broad powers to quarantine.
783,What the Plague Can Teach Us About the Coronavirus,We need to be on guard against the xenophobia and persecution that arose during outbreaks of that dreaded disease.
784,How to Protect Yourself and Prepare for the Coronavirus,"The World Health Organization has declared the coronavirus a pandemic, and the number of cases continues to rise worldwide. These basic steps can help you reduce your risk of getting sick or infecting others."
785,He Blames ‘Evil’ for South Korea’s Coronavirus Surge. Officials Blame Him.,"Lee Man-hee, the founder of the Shincheonji church, which has been at the center of the outbreak in South Korea, is trying to defend his group while denying the accusations against it."
786,I Went to Iraq to Take Photographs. I Stayed On as a Medic.,"My plan was to photograph women displaced by ISIS. But in Mosul, I quickly found myself trying to save lives."
787,"Before Prostate Surgery, Consider ‘Active Surveillance’","Not to be confused with “watchful waiting,” active surveillance is not a do-nothing approach."
788,2nd Death Near Seattle Adds to Signs Virus Is Spreading in U.S.,"Officials see growing indications that the coronavirus has been spreading undetected for weeks. A cluster of cases at one nursing home have made Kirkland, Wash., a focus of concern."
789,Fatal Car Crashes Rise With Spring Clock Reset,The risk of having a fatal traffic accident increases in the week following the spring daylight saving time reset.
790,Heat Waves May Raise Risk of Premature Birth,Extreme heat may trigger contractions and earlier birth.
791,Talking to Teens and Tweens About Coronavirus,Experts offer advice on how parents can help adolescents get the facts straight and be prepared.
792,In Trump’s Words: Praise for the Taliban and Optimism About the Coronavirus,President Trump found himself veering off message in discussing the two big news stories of the day: the signing of an agreement with the Taliban and the spread of the coronavirus.
793,"‘Where Do I Find Your Hand Sanitizer?’ Sorry, We Have None.","As shoppers look for products to help protect against an outbreak, they are increasingly finding empty shelves."
794,Trump Calls for Calm on Virus and Expands Travel Restrictions,"The announcement included elevated warnings against travel to specific regions in Italy and South Korea, and came after the U.S. recorded its first coronavirus death: a person near Seattle."
795,Trump Administration Says Obamacare Lawsuit Can Wait Until After the Election,The Department of Justice told the Supreme Court that the case did not represent an “emergency” that would require a speedy ruling.
796,"To Prevent Deadly Infections, F.D.A. Approves the First Disposable ‘Scope’",Reusable duodenoscopes infected patients in a series of notorious outbreaks. Now there’s a disposable model to be used just once.
797,New Unexplained Cases Reported in Oregon and California,"Officials in both states raced to contact people who might have been exposed to the coronavirus, and experts warned that the cases could indicate signs of spread within the United States."
798,"First Drug Shortage Caused by Coronavirus, F.D.A. Says. But It Won’t Disclose What Drug or Where It’s Made.","The agency cited confidential commercial information in not revealing the name of the drug, but critics say releasing details is vital in a public health crisis."
799,He Drove Her to the Hospital. She Gave Him the Coronavirus.,"Taxi and bus drivers are on the forefront of the spread of the coronavirus in Asia, even as a tourism downturn hurts their business."
800,They Recovered From the Coronavirus. Were They Infected Again?,"In a few cases, patients again tested positive for the virus after they were no longer ill. But little is known about the virus, and it’s possible that testing flaws may be to blame."
801,Coronavirus Diagnosis in California Highlights Testing Flaws,"Doctors suspected infection with the virus, but the patient did not fit the federal criteria and was not tested for days."
802,"Cases Soar in Italy, Iran and South Korea as Alarm Grows",Financial markets were pummeled by the news. A whistle-blower complaint said that federal health workers were sent into quarantine areas unprotected and unprepared.
803,"China’s Ban on Wildlife Trade a Big Step, but Has Loopholes, Conservationists Say","The coronavirus epidemic prompted China to permanently ban trade of wild animals as food, but not for medicinal use."
804,"Warren, Bloomberg and Rivals Agree: Trump Is ‘Not Ready’ for Coronavirus","Elizabeth Warren called for redirecting funds from President Trump’s border wall to fight possible outbreaks, and many candidates voiced skepticism of the administration’s leadership."
805,Hundreds Confined to Tenerife Hotel for 14 Days Over Coronavirus Fears,"“I can’t wait to leave,” said a British guest of the hotel in the Canary Islands. At least 13 people have now tested positive for the virus in Spain."
806,Coronavirus Fears Reverberate Across Global Economy,"The stock market had its worst week since 2008, signaling that one of the longest expansions in history could be ending. Policymakers said they were ready to act."
807,"In U.S. and Germany, Community Transmission Is Now Suspected",Three cases have emerged that suggest the possible beginning of a worrisome trend.
808,Gilead to Expand Coronavirus Drug Trials to Other Countries,"The drug maker said that in March it would begin two more clinical trials of remdesivir, an experimental antiviral drug, in more nations outside China."
809,Raising a Nontoxic Man,How vulnerably nontoxic should my son make himself in a world that preys on the undefended — but whose opposite is the grotesque alpha-male caricature?
810,Coronavirus Nightmare Could Be the End for Europe’s Borderless Dream,"The crown jewel of the E.U., its network of open internal borders, has been hit hard by the refugee crisis. The virus could deliver another blow."
811,C.D.C. Officials Warn of Coronavirus Outbreaks in the U.S.,"Clusters of infection are likely in American communities, health officials said. Some lawmakers questioned whether the nation is prepared."
812,Vitamin D During Pregnancy May Benefit Children’s Bones,Women who took high doses of vitamin D during pregnancy had children with stronger bones.
813,Federal Watchdog Questions Billions of Dollars Paid to Private Medicare Plans,A new report from the inspector general’s office criticized insurers for overstating patients’ illnesses without adequate documentation to obtain more federal money.
814,"He Held a Plank for More Than 8 Hours, Setting a Record","George E. Hood, a 62-year-old former Marine who lives in Illinois, set a new Guinness World Record this month with a time of 8:15:15."
815,"Dr. Stanley Dudrick, Who Saved Post-Surgical Patients, Dies at 84",Why were they dying after “successful” operations? He discovered the cause and came up with a remedy:  intravenous nutrition — a technique that has saved millions of lives.
816,Mallinckrodt Reaches $1.6 Billion Deal to Settle Opioid Lawsuits,"The company sold more opioids in the U.S. than any other manufacturer during the height of the addiction crisis, prosecutors have said."
817,U.S. Soldier Tests Positive for Virus in South Korea,"The soldier, the first U.S. service member known to be infected, has been quarantined in his off-base residence, the military said."
818,Raising a Glass to Chronic Disease,"While relinquishing my teaching profession, physical vitality, hair and a sense of a secure future, had I anesthetized myself with increasing doses of vino?"
819,When the Police Stop a Teenager With Special Needs,"People with autism or other special needs may repeat words, avoid eye contact and run from authorities."
820,"Westerdam Passengers at Low Risk of Coronavirus Infection, C.D.C. Says","The agency does not know why one passenger’s test results were positive, but said there is no risk to fellow travelers."
821,"Shaved Heads, Adult Diapers: Life as a Nurse in the Coronavirus Outbreak","For many female health workers on the front line in China, even things like menstruation have become an occupational hazard."
822,German Court Overturns Ban on Assisted Suicide,"The decision came after a group of doctors, patients and proponents sued, arguing that a 2015 law infringed on their constitutional right to make decisions about their own lives."
823,Running in the Time of Coronavirus,The cancellation of the Hong Kong Marathon because of coronavirus concerns didn’t stop some from running.
824,House Votes to Give the Government the Power to Negotiate Drug Prices,The high-profile measure would curb the price of prescription drugs and extend more benefits to Medicare beneficiaries.
825,"How Exercise Might Affect Our Food Choices, and Our Weight","Men and women who started an exercise program no longer found high-calorie, fatty foods quite so irresistible."
826,She Had Pain in Her Knee but No Obvious Injury. Why?,"An 11-year-old athlete was suffering from pain, but all her tests kept coming back negative. What was going on?"
827,‘I Felt Like Crying’: Coronavirus Shakes China’s Expecting Mothers,"Pregnant women describe a lonely, sometimes terrifying experience navigating the country’s overburdened health care system during the outbreak."
828,Debating the Value of PSA Prostate Screening,"In many men identified as having prostate cancer following PSA screening, the disease is neither aggressive nor likely to kill them before something else does."
829,"​In Coronavirus Crisis, Korean City Tries Openness, a Contrast to China","Even in the center of the outbreak in Daegu, officials are not restricting the movement of people, which could be a template as the virus moves around the globe."
830,"​In Coronavirus Crisis, Korean City Tries Openness, a Contrast to China","Even in the center of the outbreak in Daegu, officials are not restricting the movement of people, which could be a template as the virus moves around the globe."
831,Outbreak in Northern Italy Poses National Challenge,"China appears to be getting the disease under control, but rapidly expanding outbreaks in Iran, South Korea and Italy are raising fears of a broader epidemic. Milan, usually buzzing with activity, is eerily quiet."
832,The Distorted Reflections of an Eating Disorder,"The mirror became a cruel optical illusion: I kept crunching, tucking, sweating and squatting, but my reflection just got uglier."
